region,date,incidenceBAG,cumulBAG,cumulOpenZH,compare
GE,2020-04-17,64,4812,4779,FALSE
GE,2020-04-18,32,4844,4824,FALSE
GE,2020-04-19,16,4860,4836,FALSE
GE,2020-04-20,39,4899,4863,FALSE
GE,2020-04-21,29,4928,4897,FALSE
GE,2020-04-22,26,4954,4927,FALSE
GE,2020-04-23,36,4990,4962,FALSE
GE,2020-04-24,21,5011,4982,FALSE
GE,2020-04-25,11,5022,4999,FALSE
GE,2020-04-26,10,5032,5004,FALSE
GE,2020-04-27,20,5052,5020,FALSE
GE,2020-04-28,19,5071,5039,FALSE
GE,2020-04-29,16,5087,5056,FALSE
GE,2020-04-30,13,5100,5066,FALSE
GE,2020-05-01,18,5118,5084,FALSE
GE,2020-05-02,5,5123,5089,FALSE
GE,2020-05-03,4,5127,5095,FALSE
GE,2020-05-04,11,5138,5101,FALSE
GE,2020-05-05,12,5150,5110,FALSE
GE,2020-05-06,7,5157,5117,FALSE
GE,2020-05-07,2,5159,5125,FALSE
GE,2020-05-08,2,5161,5131,FALSE
GE,2020-05-09,4,5165,5140,FALSE
GE,2020-05-10,1,5166,5141,FALSE
GE,2020-05-11,5,5171,5146,FALSE
GE,2020-05-12,5,5176,5156,FALSE
GE,2020-05-13,2,5178,5160,FALSE
GE,2020-05-14,9,5187,5167,FALSE
GE,2020-05-15,4,5191,5172,FALSE
GE,2020-05-16,1,5192,5174,FALSE
GE,2020-05-17,1,5193,5175,FALSE
GE,2020-05-18,2,5195,5176,FALSE
GE,2020-05-19,3,5198,5178,FALSE
GE,2020-05-20,6,5204,5185,FALSE
GE,2020-05-21,2,5206,5190,FALSE
GE,2020-05-22,2,5208,5192,FALSE
GE,2020-05-23,3,5211,5194,FALSE
GE,2020-05-24,0,5211,5194,FALSE
GE,2020-05-25,1,5212,5194,FALSE
GE,2020-05-26,4,5216,5197,FALSE
GE,2020-05-27,2,5218,5200,FALSE
GE,2020-05-28,6,5224,5202,FALSE
GE,2020-05-29,4,5228,5206,FALSE
GE,2020-05-30,4,5232,5211,FALSE
GE,2020-05-31,0,5232,5211,FALSE
GE,2020-06-01,1,5233,5212,FALSE
GE,2020-06-02,3,5236,5215,FALSE
GE,2020-06-03,0,5236,5217,FALSE
GE,2020-06-04,1,5237,5218,FALSE
GE,2020-06-05,2,5239,5219,FALSE
GE,2020-06-06,3,5242,5222,FALSE
GE,2020-06-07,0,5242,5222,FALSE
GE,2020-06-08,1,5243,5223,FALSE
GE,2020-06-09,0,5243,5223,FALSE
GE,2020-06-10,1,5244,5223,FALSE
GE,2020-06-11,1,5245,5223,FALSE
GE,2020-06-12,2,5247,5227,FALSE
GE,2020-06-13,0,5247,5227,FALSE
GE,2020-06-14,0,5247,5227,FALSE
GE,2020-06-15,2,5249,5229,FALSE
GE,2020-06-16,0,5249,5229,FALSE
GE,2020-06-17,1,5250,NA,NA
GE,2020-06-18,2,5252,NA,NA
GE,2020-06-19,3,5255,NA,NA
GE,2020-06-20,3,5258,NA,NA
GE,2020-06-21,0,5258,NA,NA
GE,2020-06-22,2,5260,NA,NA
GE,2020-06-23,3,5263,NA,NA
GE,2020-06-24,2,5265,NA,NA
GE,2020-06-25,4,5269,NA,NA
GE,2020-06-26,4,5273,NA,NA
GL,2020-01-24,0,0,NA,NA
GL,2020-01-25,0,0,NA,NA
GL,2020-01-26,0,0,NA,NA
GL,2020-01-27,0,0,NA,NA
GL,2020-01-28,0,0,NA,NA
GL,2020-01-29,0,0,NA,NA
GL,2020-01-30,0,0,NA,NA
GL,2020-01-31,0,0,NA,NA
GL,2020-02-01,0,0,NA,NA
GL,2020-02-02,0,0,NA,NA
GL,2020-02-03,0,0,NA,NA
GL,2020-02-04,0,0,NA,NA
GL,2020-02-05,0,0,NA,NA
GL,2020-02-06,0,0,NA,NA
GL,2020-02-07,0,0,NA,NA
GL,2020-02-08,0,0,NA,NA
GL,2020-02-09,0,0,NA,NA
GL,2020-02-10,0,0,NA,NA
GL,2020-02-11,0,0,NA,NA
GL,2020-02-12,0,0,NA,NA
GL,2020-02-13,0,0,NA,NA
GL,2020-02-14,0,0,NA,NA
GL,2020-02-15,0,0,NA,NA
GL,2020-02-16,0,0,NA,NA
GL,2020-02-17,0,0,NA,NA
GL,2020-02-18,0,0,NA,NA
GL,2020-02-19,0,0,NA,NA
GL,2020-02-20,0,0,NA,NA
GL,2020-02-21,0,0,NA,NA
GL,2020-02-22,0,0,NA,NA
GL,2020-02-23,0,0,NA,NA
GL,2020-02-24,0,0,NA,NA
GL,2020-02-25,0,0,NA,NA
GL,2020-02-26,0,0,NA,NA
GL,2020-02-27,0,0,NA,NA
GL,2020-02-28,0,0,NA,NA
GL,2020-02-29,0,0,NA,NA
GL,2020-03-01,0,0,NA,NA
GL,2020-03-02,0,0,NA,NA
GL,2020-03-03,0,0,NA,NA
GL,2020-03-04,0,0,NA,NA
GL,2020-03-05,0,0,NA,NA
GL,2020-03-06,0,0,NA,NA
GL,2020-03-07,0,0,NA,NA
GL,2020-03-08,0,0,NA,NA
GL,2020-03-09,1,1,NA,NA
GL,2020-03-10,1,2,1,FALSE
GL,2020-03-11,2,4,1,FALSE
GL,2020-03-12,1,5,3,FALSE
GL,2020-03-13,1,6,6,TRUE
GL,2020-03-14,4,10,8,FALSE
GL,2020-03-15,0,10,10,TRUE
GL,2020-03-16,5,15,10,FALSE
GL,2020-03-17,4,19,12,FALSE
GL,2020-03-18,3,22,14,FALSE
GL,2020-03-19,3,25,16,FALSE
GL,2020-03-20,4,29,20,FALSE
GL,2020-03-21,1,30,25,FALSE
GL,2020-03-22,1,31,29,FALSE
GL,2020-03-23,8,39,31,FALSE
GL,2020-03-24,1,40,33,FALSE
GL,2020-03-25,4,44,40,FALSE
GL,2020-03-26,2,46,43,FALSE
GL,2020-03-27,4,50,47,FALSE
GL,2020-03-28,2,52,47,FALSE
GL,2020-03-29,0,52,50,FALSE
GL,2020-03-30,4,56,51,FALSE
GL,2020-03-31,1,57,53,FALSE
GL,2020-04-01,1,58,56,FALSE
GL,2020-04-02,2,60,58,FALSE
GL,2020-04-03,2,62,59,FALSE
GL,2020-04-04,0,62,61,FALSE
GL,2020-04-05,0,62,63,FALSE
GL,2020-04-06,3,65,63,FALSE
GL,2020-04-07,3,68,63,FALSE
GL,2020-04-08,6,74,64,FALSE
GL,2020-04-09,15,89,67,FALSE
GL,2020-04-10,1,90,76,FALSE
GL,2020-04-11,0,90,91,FALSE
GL,2020-04-12,13,103,91,FALSE
GL,2020-04-13,1,104,92,FALSE
GL,2020-04-14,2,106,105,FALSE
GL,2020-04-15,1,107,105,FALSE
GL,2020-04-16,3,110,106,FALSE
GL,2020-04-17,1,111,108,FALSE
GL,2020-04-18,2,113,111,FALSE
GL,2020-04-19,1,114,111,FALSE
GL,2020-04-20,2,116,114,FALSE
GL,2020-04-21,0,116,115,FALSE
GL,2020-04-22,0,116,117,FALSE
GL,2020-04-23,1,117,117,TRUE
GL,2020-04-24,3,120,117,FALSE
GL,2020-04-25,0,120,120,TRUE
GL,2020-04-26,0,120,120,TRUE
GL,2020-04-27,1,121,121,TRUE
GL,2020-04-28,0,121,121,TRUE
GL,2020-04-29,1,122,122,TRUE
GL,2020-04-30,0,122,122,TRUE
GL,2020-05-01,0,122,122,TRUE
GL,2020-05-02,0,122,122,TRUE
GL,2020-05-03,1,123,122,FALSE
GL,2020-05-04,2,125,122,FALSE
GL,2020-05-05,0,125,122,FALSE
GL,2020-05-06,0,125,125,TRUE
GL,2020-05-07,1,126,125,FALSE
GL,2020-05-08,1,127,125,FALSE
GL,2020-05-09,0,127,126,FALSE
GL,2020-05-10,0,127,126,FALSE
GL,2020-05-11,0,127,127,TRUE
GL,2020-05-12,0,127,127,TRUE
GL,2020-05-13,0,127,127,TRUE
GL,2020-05-14,0,127,128,FALSE
GL,2020-05-15,0,127,128,FALSE
GL,2020-05-16,0,127,NA,NA
GL,2020-05-17,0,127,NA,NA
GL,2020-05-18,0,127,128,FALSE
GL,2020-05-19,0,127,128,FALSE
GL,2020-05-20,0,127,128,FALSE
GL,2020-05-21,0,127,128,FALSE
GL,2020-05-22,0,127,128,FALSE
GL,2020-05-23,0,127,NA,NA
GL,2020-05-24,0,127,NA,NA
GL,2020-05-25,0,127,128,FALSE
GL,2020-05-26,0,127,128,FALSE
GL,2020-05-27,0,127,128,FALSE
GL,2020-05-28,0,127,128,FALSE
GL,2020-05-29,0,127,128,FALSE
GL,2020-05-30,0,127,NA,NA
GL,2020-05-31,0,127,NA,NA
GL,2020-06-01,0,127,NA,NA
GL,2020-06-02,0,127,128,FALSE
GL,2020-06-03,0,127,128,FALSE
GL,2020-06-04,0,127,128,FALSE
GL,2020-06-05,0,127,128,FALSE
GL,2020-06-06,0,127,NA,NA
GL,2020-06-07,0,127,NA,NA
GL,2020-06-08,0,127,128,FALSE
GL,2020-06-09,0,127,128,FALSE
GL,2020-06-10,0,127,128,FALSE
GL,2020-06-11,0,127,128,FALSE
GL,2020-06-12,0,127,128,FALSE
GL,2020-06-13,0,127,NA,NA
GL,2020-06-14,0,127,NA,NA
GL,2020-06-15,0,127,128,FALSE
GL,2020-06-16,0,127,128,FALSE
GL,2020-06-17,0,127,128,FALSE
GL,2020-06-18,0,127,128,FALSE
GL,2020-06-19,0,127,128,FALSE
GL,2020-06-20,0,127,NA,NA
GL,2020-06-21,0,127,NA,NA
GL,2020-06-22,1,128,128,TRUE
GL,2020-06-23,0,128,128,TRUE
GL,2020-06-24,0,128,129,FALSE
GL,2020-06-25,0,128,129,FALSE
GL,2020-06-26,NA,NA,129,NA
GR,2020-01-24,0,0,NA,NA
GR,2020-01-25,0,0,NA,NA
GR,2020-01-26,0,0,NA,NA
GR,2020-01-27,0,0,NA,NA
GR,2020-01-28,0,0,NA,NA
GR,2020-01-29,0,0,NA,NA
GR,2020-01-30,0,0,NA,NA
GR,2020-01-31,0,0,NA,NA
GR,2020-02-01,0,0,NA,NA
GR,2020-02-02,0,0,NA,NA
GR,2020-02-03,0,0,NA,NA
GR,2020-02-04,0,0,NA,NA
GR,2020-02-05,0,0,NA,NA
GR,2020-02-06,0,0,NA,NA
GR,2020-02-07,0,0,NA,NA
GR,2020-02-08,0,0,NA,NA
GR,2020-02-09,0,0,NA,NA
GR,2020-02-10,0,0,NA,NA
GR,2020-02-11,0,0,NA,NA
GR,2020-02-12,0,0,NA,NA
GR,2020-02-13,0,0,NA,NA
GR,2020-02-14,0,0,NA,NA
GR,2020-02-15,0,0,NA,NA
GR,2020-02-16,0,0,NA,NA
GR,2020-02-17,0,0,NA,NA
GR,2020-02-18,0,0,NA,NA
GR,2020-02-19,0,0,NA,NA
GR,2020-02-20,0,0,NA,NA
GR,2020-02-21,0,0,NA,NA
GR,2020-02-22,0,0,NA,NA
GR,2020-02-23,0,0,NA,NA
GR,2020-02-24,0,0,NA,NA
GR,2020-02-25,0,0,NA,NA
GR,2020-02-26,4,4,2,FALSE
GR,2020-02-27,2,6,2,FALSE
GR,2020-02-28,0,6,6,TRUE
GR,2020-02-29,2,8,6,FALSE
GR,2020-03-01,1,9,6,FALSE
GR,2020-03-02,0,9,9,TRUE
GR,2020-03-03,1,10,10,TRUE
GR,2020-03-04,2,12,13,FALSE
GR,2020-03-05,3,15,15,TRUE
GR,2020-03-06,0,15,16,FALSE
GR,2020-03-07,1,16,18,FALSE
GR,2020-03-08,1,17,19,FALSE
GR,2020-03-09,11,28,28,TRUE
GR,2020-03-10,4,32,32,TRUE
GR,2020-03-11,12,44,44,TRUE
GR,2020-03-12,8,52,53,FALSE
GR,2020-03-13,14,66,65,FALSE
GR,2020-03-14,11,77,73,FALSE
GR,2020-03-15,18,95,93,FALSE
GR,2020-03-16,25,120,118,FALSE
GR,2020-03-17,35,155,152,FALSE
GR,2020-03-18,51,206,204,FALSE
GR,2020-03-19,43,249,252,FALSE
GR,2020-03-20,26,275,283,FALSE
GR,2020-03-21,27,302,311,FALSE
GR,2020-03-22,14,316,327,FALSE
GR,2020-03-23,61,377,386,FALSE
GR,2020-03-24,33,410,419,FALSE
GR,2020-03-25,37,447,458,FALSE
GR,2020-03-26,28,475,487,FALSE
GR,2020-03-27,26,501,513,FALSE
GR,2020-03-28,14,515,527,FALSE
GR,2020-03-29,8,523,542,FALSE
GR,2020-03-30,47,570,591,FALSE
GR,2020-03-31,27,597,617,FALSE
GR,2020-04-01,21,618,635,FALSE
GR,2020-04-02,18,636,655,FALSE
GR,2020-04-03,18,654,678,FALSE
GR,2020-04-04,2,656,680,FALSE
GR,2020-04-05,3,659,682,FALSE
GR,2020-04-06,20,679,699,FALSE
GR,2020-04-07,15,694,715,FALSE
GR,2020-04-08,19,713,734,FALSE
GR,2020-04-09,5,718,740,FALSE
GR,2020-04-10,7,725,749,FALSE
GR,2020-04-11,3,728,752,FALSE
GR,2020-04-12,0,728,752,FALSE
GR,2020-04-13,3,731,755,FALSE
GR,2020-04-14,7,738,762,FALSE
GR,2020-04-15,7,745,769,FALSE
GR,2020-04-16,6,751,775,FALSE
GR,2020-04-17,2,753,777,FALSE
GR,2020-04-18,6,759,784,FALSE
GR,2020-04-19,3,762,787,FALSE
GR,2020-04-20,7,769,794,FALSE
GR,2020-04-21,3,772,797,FALSE
GR,2020-04-22,1,773,798,FALSE
GR,2020-04-23,4,777,802,FALSE
GR,2020-04-24,1,778,803,FALSE
GR,2020-04-25,3,781,806,FALSE
GR,2020-04-26,1,782,807,FALSE
GR,2020-04-27,2,784,809,FALSE
GR,2020-04-28,3,787,814,FALSE
GR,2020-04-29,0,787,814,FALSE
GR,2020-04-30,1,788,815,FALSE
GR,2020-05-01,1,789,816,FALSE
GR,2020-05-02,0,789,816,FALSE
GR,2020-05-03,0,789,816,FALSE
GR,2020-05-04,1,790,817,FALSE
GR,2020-05-05,0,790,817,FALSE
GR,2020-05-06,2,792,819,FALSE
GR,2020-05-07,1,793,820,FALSE
GR,2020-05-08,0,793,820,FALSE
GR,2020-05-09,0,793,820,FALSE
GR,2020-05-10,0,793,820,FALSE
GR,2020-05-11,1,794,821,FALSE
GR,2020-05-12,1,795,823,FALSE
GR,2020-05-13,0,795,823,FALSE
GR,2020-05-14,0,795,823,FALSE
GR,2020-05-15,0,795,823,FALSE
GR,2020-05-16,0,795,823,FALSE
GR,2020-05-17,0,795,823,FALSE
GR,2020-05-18,1,796,824,FALSE
GR,2020-05-19,1,797,825,FALSE
GR,2020-05-20,0,797,825,FALSE
GR,2020-05-21,0,797,825,FALSE
GR,2020-05-22,1,798,826,FALSE
GR,2020-05-23,0,798,826,FALSE
GR,2020-05-24,0,798,826,FALSE
GR,2020-05-25,1,799,827,FALSE
GR,2020-05-26,0,799,827,FALSE
GR,2020-05-27,0,799,827,FALSE
GR,2020-05-28,0,799,827,FALSE
GR,2020-05-29,0,799,827,FALSE
GR,2020-05-30,0,799,827,FALSE
GR,2020-05-31,0,799,827,FALSE
GR,2020-06-01,0,799,827,FALSE
GR,2020-06-02,1,800,828,FALSE
GR,2020-06-03,0,800,828,FALSE
GR,2020-06-04,0,800,828,FALSE
GR,2020-06-05,0,800,828,FALSE
GR,2020-06-06,0,800,828,FALSE
GR,2020-06-07,0,800,828,FALSE
GR,2020-06-08,0,800,828,FALSE
GR,2020-06-09,0,800,828,FALSE
GR,2020-06-10,1,801,829,FALSE
GR,2020-06-11,0,801,830,FALSE
GR,2020-06-12,0,801,830,FALSE
GR,2020-06-13,0,801,830,FALSE
GR,2020-06-14,0,801,830,FALSE
GR,2020-06-15,0,801,830,FALSE
GR,2020-06-16,0,801,830,FALSE
GR,2020-06-17,0,801,830,FALSE
GR,2020-06-18,0,801,830,FALSE
GR,2020-06-19,0,801,830,FALSE
GR,2020-06-20,0,801,830,FALSE
GR,2020-06-21,0,801,830,FALSE
GR,2020-06-22,1,802,831,FALSE
GR,2020-06-23,0,802,831,FALSE
GR,2020-06-24,0,802,831,FALSE
GR,2020-06-25,1,803,831,FALSE
GR,2020-06-26,3,806,NA,NA
JU,2020-01-24,0,0,NA,NA
JU,2020-01-25,0,0,NA,NA
JU,2020-01-26,0,0,NA,NA
JU,2020-01-27,0,0,NA,NA
JU,2020-01-28,0,0,NA,NA
JU,2020-01-29,0,0,NA,NA
JU,2020-01-30,0,0,NA,NA
JU,2020-01-31,0,0,NA,NA
JU,2020-02-01,0,0,NA,NA
JU,2020-02-02,0,0,NA,NA
JU,2020-02-03,0,0,NA,NA
JU,2020-02-04,0,0,NA,NA
JU,2020-02-05,0,0,NA,NA
JU,2020-02-06,0,0,NA,NA
JU,2020-02-07,0,0,NA,NA
JU,2020-02-08,0,0,NA,NA
JU,2020-02-09,0,0,NA,NA
JU,2020-02-10,0,0,NA,NA
JU,2020-02-11,0,0,NA,NA
JU,2020-02-12,0,0,NA,NA
JU,2020-02-13,0,0,NA,NA
JU,2020-02-14,0,0,NA,NA
JU,2020-02-15,0,0,NA,NA
JU,2020-02-16,0,0,NA,NA
JU,2020-02-17,0,0,NA,NA
JU,2020-02-18,0,0,NA,NA
JU,2020-02-19,0,0,NA,NA
JU,2020-02-20,0,0,NA,NA
JU,2020-02-21,0,0,NA,NA
JU,2020-02-22,0,0,NA,NA
JU,2020-02-23,0,0,NA,NA
JU,2020-02-24,0,0,NA,NA
JU,2020-02-25,0,0,NA,NA
JU,2020-02-26,1,1,NA,NA
JU,2020-02-27,0,1,1,TRUE
JU,2020-02-28,0,1,1,TRUE
JU,2020-02-29,0,1,1,TRUE
JU,2020-03-01,0,1,1,TRUE
JU,2020-03-02,0,1,1,TRUE
JU,2020-03-03,1,2,2,TRUE
JU,2020-03-04,3,5,2,FALSE
JU,2020-03-05,0,5,4,FALSE
JU,2020-03-06,0,5,4,FALSE
JU,2020-03-07,0,5,5,TRUE
JU,2020-03-08,1,6,5,FALSE
JU,2020-03-09,1,7,7,TRUE
JU,2020-03-10,3,10,7,FALSE
JU,2020-03-11,0,10,7,FALSE
JU,2020-03-12,4,14,12,FALSE
JU,2020-03-13,3,17,17,TRUE
JU,2020-03-14,4,21,18,FALSE
JU,2020-03-15,3,24,19,FALSE
JU,2020-03-16,3,27,25,FALSE
JU,2020-03-17,4,31,29,FALSE
JU,2020-03-18,8,39,32,FALSE
JU,2020-03-19,7,46,36,FALSE
JU,2020-03-20,11,57,44,FALSE
JU,2020-03-21,4,61,54,FALSE
JU,2020-03-22,4,65,61,FALSE
JU,2020-03-23,18,83,69,FALSE
JU,2020-03-24,12,95,82,FALSE
JU,2020-03-25,13,108,92,FALSE
JU,2020-03-26,10,118,100,FALSE
JU,2020-03-27,10,128,114,FALSE
JU,2020-03-28,4,132,119,FALSE
JU,2020-03-29,2,134,127,FALSE
JU,2020-03-30,12,146,128,FALSE
JU,2020-03-31,4,150,140,FALSE
JU,2020-04-01,4,154,145,FALSE
JU,2020-04-02,0,154,149,FALSE
JU,2020-04-03,7,161,149,FALSE
JU,2020-04-04,5,166,154,FALSE
JU,2020-04-05,5,171,160,FALSE
JU,2020-04-06,3,174,164,FALSE
JU,2020-04-07,5,179,171,FALSE
JU,2020-04-08,5,184,174,FALSE
JU,2020-04-09,1,185,179,FALSE
JU,2020-04-10,1,186,182,FALSE
JU,2020-04-11,1,187,183,FALSE
JU,2020-04-12,0,187,183,FALSE
JU,2020-04-13,4,191,184,FALSE
JU,2020-04-14,0,191,185,FALSE
JU,2020-04-15,1,192,188,FALSE
JU,2020-04-16,2,194,189,FALSE
JU,2020-04-17,2,196,191,FALSE
JU,2020-04-18,0,196,192,FALSE
JU,2020-04-19,3,199,192,FALSE
JU,2020-04-20,1,200,195,FALSE
JU,2020-04-21,1,201,195,FALSE
JU,2020-04-22,0,201,196,FALSE
JU,2020-04-23,0,201,196,FALSE
JU,2020-04-24,0,201,196,FALSE
JU,2020-04-25,0,201,196,FALSE
JU,2020-04-26,0,201,196,FALSE
JU,2020-04-27,1,202,196,FALSE
JU,2020-04-28,0,202,197,FALSE
JU,2020-04-29,1,203,197,FALSE
JU,2020-04-30,0,203,198,FALSE
JU,2020-05-01,0,203,198,FALSE
JU,2020-05-02,0,203,198,FALSE
JU,2020-05-03,0,203,198,FALSE
JU,2020-05-04,1,204,198,FALSE
JU,2020-05-05,1,205,201,FALSE
JU,2020-05-06,0,205,201,FALSE
JU,2020-05-07,1,206,201,FALSE
JU,2020-05-08,0,206,202,FALSE
JU,2020-05-09,0,206,202,FALSE
JU,2020-05-10,0,206,202,FALSE
JU,2020-05-11,0,206,202,FALSE
JU,2020-05-12,0,206,202,FALSE
JU,2020-05-13,0,206,202,FALSE
JU,2020-05-14,0,206,202,FALSE
JU,2020-05-15,0,206,202,FALSE
JU,2020-05-16,0,206,202,FALSE
JU,2020-05-17,0,206,202,FALSE
JU,2020-05-18,1,207,202,FALSE
JU,2020-05-19,0,207,203,FALSE
JU,2020-05-20,0,207,203,FALSE
JU,2020-05-21,1,208,204,FALSE
JU,2020-05-22,0,208,204,FALSE
JU,2020-05-23,0,208,204,FALSE
JU,2020-05-24,0,208,204,FALSE
JU,2020-05-25,0,208,204,FALSE
JU,2020-05-26,1,209,204,FALSE
JU,2020-05-27,1,210,205,FALSE
JU,2020-05-28,0,210,205,FALSE
JU,2020-05-29,0,210,205,FALSE
JU,2020-05-30,0,210,205,FALSE
JU,2020-05-31,0,210,205,FALSE
JU,2020-06-01,0,210,205,FALSE
JU,2020-06-02,0,210,205,FALSE
JU,2020-06-03,0,210,205,FALSE
JU,2020-06-04,0,210,205,FALSE
JU,2020-06-05,0,210,205,FALSE
JU,2020-06-06,0,210,205,FALSE
JU,2020-06-07,0,210,205,FALSE
JU,2020-06-08,0,210,205,FALSE
JU,2020-06-09,0,210,205,FALSE
JU,2020-06-10,0,210,205,FALSE
JU,2020-06-11,0,210,205,FALSE
JU,2020-06-12,1,211,205,FALSE
JU,2020-06-13,0,211,206,FALSE
JU,2020-06-14,0,211,206,FALSE
JU,2020-06-15,0,211,206,FALSE
JU,2020-06-16,0,211,206,FALSE
JU,2020-06-17,0,211,206,FALSE
JU,2020-06-18,0,211,206,FALSE
JU,2020-06-19,0,211,206,FALSE
JU,2020-06-20,2,213,206,FALSE
JU,2020-06-21,0,213,208,FALSE
JU,2020-06-22,0,213,208,FALSE
JU,2020-06-23,0,213,208,FALSE
JU,2020-06-24,2,215,208,FALSE
JU,2020-06-25,1,216,210,FALSE
LU,2020-01-24,0,0,NA,NA
LU,2020-01-25,0,0,NA,NA
LU,2020-01-26,0,0,NA,NA
LU,2020-01-27,0,0,NA,NA
LU,2020-01-28,0,0,NA,NA
LU,2020-01-29,0,0,NA,NA
LU,2020-01-30,0,0,NA,NA
LU,2020-01-31,0,0,NA,NA
LU,2020-02-01,0,0,NA,NA
LU,2020-02-02,0,0,NA,NA
LU,2020-02-03,0,0,NA,NA
LU,2020-02-04,0,0,NA,NA
LU,2020-02-05,0,0,NA,NA
LU,2020-02-06,0,0,NA,NA
LU,2020-02-07,0,0,NA,NA
LU,2020-02-08,0,0,NA,NA
LU,2020-02-09,0,0,NA,NA
LU,2020-02-10,0,0,NA,NA
LU,2020-02-11,0,0,NA,NA
LU,2020-02-12,0,0,NA,NA
LU,2020-02-13,0,0,NA,NA
LU,2020-02-14,0,0,NA,NA
LU,2020-02-15,0,0,NA,NA
LU,2020-02-16,0,0,NA,NA
LU,2020-02-17,0,0,NA,NA
LU,2020-02-18,0,0,NA,NA
LU,2020-02-19,0,0,NA,NA
LU,2020-02-20,0,0,NA,NA
LU,2020-02-21,0,0,NA,NA
LU,2020-02-22,0,0,NA,NA
LU,2020-02-23,0,0,NA,NA
LU,2020-02-24,0,0,NA,NA
LU,2020-02-25,0,0,NA,NA
LU,2020-02-26,0,0,NA,NA
LU,2020-02-27,0,0,NA,NA
LU,2020-02-28,0,0,NA,NA
LU,2020-02-29,0,0,NA,NA
LU,2020-03-01,0,0,NA,NA
LU,2020-03-02,0,0,NA,NA
LU,2020-03-03,1,1,NA,NA
LU,2020-03-04,3,4,0,FALSE
LU,2020-03-05,0,4,NA,NA
LU,2020-03-06,2,6,NA,NA
LU,2020-03-07,0,6,NA,NA
LU,2020-03-08,1,7,NA,NA
LU,2020-03-09,1,8,NA,NA
LU,2020-03-10,2,10,NA,NA
LU,2020-03-11,3,13,NA,NA
LU,2020-03-12,7,20,NA,NA
LU,2020-03-13,4,24,NA,NA
LU,2020-03-14,8,32,NA,NA
LU,2020-03-15,5,37,NA,NA
LU,2020-03-16,24,61,NA,NA
LU,2020-03-17,25,86,NA,NA
LU,2020-03-18,32,118,65,FALSE
LU,2020-03-19,14,132,NA,NA
LU,2020-03-20,26,158,92,FALSE
LU,2020-03-21,13,171,109,FALSE
LU,2020-03-22,15,186,131,FALSE
LU,2020-03-23,42,228,156,FALSE
LU,2020-03-24,22,250,205,FALSE
LU,2020-03-25,24,274,228,FALSE
LU,2020-03-26,46,320,253,FALSE
LU,2020-03-27,20,340,287,FALSE
LU,2020-03-28,12,352,317,FALSE
LU,2020-03-29,12,364,339,FALSE
LU,2020-03-30,24,388,351,FALSE
LU,2020-03-31,22,410,375,FALSE
LU,2020-04-01,20,430,401,FALSE
LU,2020-04-02,21,451,422,FALSE
LU,2020-04-03,23,474,449,FALSE
LU,2020-04-04,13,487,469,FALSE
LU,2020-04-05,4,491,478,FALSE
LU,2020-04-06,10,501,497,FALSE
LU,2020-04-07,16,517,509,FALSE
LU,2020-04-08,17,534,527,FALSE
LU,2020-04-09,14,548,542,FALSE
LU,2020-04-10,7,555,560,FALSE
LU,2020-04-11,3,558,568,FALSE
LU,2020-04-12,6,564,576,FALSE
LU,2020-04-13,6,570,580,FALSE
LU,2020-04-14,5,575,589,FALSE
LU,2020-04-15,4,579,596,FALSE
LU,2020-04-16,14,593,599,FALSE
LU,2020-04-17,10,603,607,FALSE
LU,2020-04-18,9,612,623,FALSE
LU,2020-04-19,3,615,626,FALSE
LU,2020-04-20,6,621,633,FALSE
LU,2020-04-21,6,627,643,FALSE
LU,2020-04-22,7,634,648,FALSE
LU,2020-04-23,5,639,654,FALSE
LU,2020-04-24,8,647,660,FALSE
LU,2020-04-25,3,650,667,FALSE
LU,2020-04-26,5,655,670,FALSE
LU,2020-04-27,7,662,674,FALSE
LU,2020-04-28,5,667,677,FALSE
LU,2020-04-29,9,676,687,FALSE
LU,2020-04-30,2,678,694,FALSE
LU,2020-05-01,1,679,703,FALSE
LU,2020-05-02,0,679,704,FALSE
LU,2020-05-03,0,679,705,FALSE
LU,2020-05-04,2,681,705,FALSE
LU,2020-05-05,1,682,706,FALSE
LU,2020-05-06,3,685,709,FALSE
LU,2020-05-07,1,686,710,FALSE
LU,2020-05-08,0,686,713,FALSE
LU,2020-05-09,0,686,713,FALSE
LU,2020-05-10,1,687,713,FALSE
LU,2020-05-11,1,688,713,FALSE
LU,2020-05-12,0,688,715,FALSE
LU,2020-05-13,0,688,715,FALSE
LU,2020-05-14,3,691,715,FALSE
LU,2020-05-15,3,694,715,FALSE
LU,2020-05-16,2,696,719,FALSE
LU,2020-05-17,2,698,723,FALSE
LU,2020-05-18,4,702,726,FALSE
LU,2020-05-19,1,703,727,FALSE
LU,2020-05-20,2,705,732,FALSE
LU,2020-05-21,0,705,NA,NA
LU,2020-05-22,1,706,733,FALSE
LU,2020-05-23,0,706,733,FALSE
LU,2020-05-24,0,706,733,FALSE
LU,2020-05-25,0,706,733,FALSE
LU,2020-05-26,0,706,734,FALSE
LU,2020-05-27,1,707,735,FALSE
LU,2020-05-28,0,707,735,FALSE
LU,2020-05-29,0,707,735,FALSE
LU,2020-05-30,0,707,735,FALSE
LU,2020-05-31,0,707,735,FALSE
LU,2020-06-01,0,707,735,FALSE
LU,2020-06-02,0,707,735,FALSE
LU,2020-06-03,1,708,735,FALSE
LU,2020-06-04,0,708,735,FALSE
